y	c
http://dbpedia.org/resource/Lifecasting	1
http://dbpedia.org/resource/White_ground_technique	1
http://dbpedia.org/resource/Omni_art	1
http://dbpedia.org/resource/Ramakrishna	1
http://dbpedia.org/resource/Youth_International_Party	1
http://dbpedia.org/resource/Autoethnography	1
http://dbpedia.org/resource/Hartlib_Circle	1
http://dbpedia.org/resource/Hydropathes	1
http://dbpedia.org/resource/Algerian_literature	1
http://dbpedia.org/resource/Graphic_designer	1
http://dbpedia.org/resource/Expressivity	1
http://dbpedia.org/resource/Les_XX	1
http://dbpedia.org/resource/19th-century_Dutch_literature	1
http://dbpedia.org/resource/Ceramic_art	1
http://dbpedia.org/resource/Singh_Sabha_Movement	1
http://dbpedia.org/resource/Return_to_order	1
http://dbpedia.org/resource/Sound_art	1
http://dbpedia.org/resource/Modern_expressionism	1
http://dbpedia.org/resource/Environmental_Portraiture	1
http://dbpedia.org/resource/Timeline_of_the_2013_Shahbag_protests	1
http://dbpedia.org/resource/Sōsaku-hanga	1
http://dbpedia.org/resource/Bodegón	1
http://dbpedia.org/resource/Social_Realism_&_Folklore	1
http://dbpedia.org/resource/The_New_Mainstream	1
http://dbpedia.org/resource/Trümmerliteratur	1
http://dbpedia.org/resource/New_Group	1
http://dbpedia.org/resource/Stoogism	1
http://dbpedia.org/resource/Intervention_Art	1
http://dbpedia.org/resource/Nouvelle_Tendance	1
http://dbpedia.org/resource/Grit_Lit	1
http://dbpedia.org/resource/Slovenian_postmodernism	1
http://dbpedia.org/resource/Contemporary_Ceramic_Art	1
http://dbpedia.org/resource/Russian_War_Prose	1
http://dbpedia.org/resource/Marginal_literature	1
http://dbpedia.org/resource/Convergence_Art	1
http://dbpedia.org/resource/Der_Krater	1
http://dbpedia.org/resource/Movimento_Artistico_Mediterraneo	1
http://dbpedia.org/resource/Cowboy_High_Style	1
http://dbpedia.org/resource/Primordial_Universal_Unity	1
http://dbpedia.org/resource/Photorealism,_Hyperrealism	1
http://dbpedia.org/resource/Post-symbolism	1
http://dbpedia.org/resource/Southeast_Asian_contemporary_painting	1
http://dbpedia.org/resource/Digitecture	1
http://dbpedia.org/resource/Hyper_architecture	1
http://dbpedia.org/resource/Neodvisni	1
http://dbpedia.org/resource/Italianate_landscapes	1
http://dbpedia.org/resource/Narrative_Nonfiction	1
http://dbpedia.org/resource/New_Internationalism	1
http://dbpedia.org/resource/Apollo_literary_group	1
http://dbpedia.org/resource/Modern_Expressionism	1
http://dbpedia.org/resource/Independent_Chinese_PEN_Center	1
http://dbpedia.org/resource/Political_pop	1
http://dbpedia.org/resource/Belgium_Weird	1
http://dbpedia.org/resource/Independent_(art)	1
http://dbpedia.org/resource/Imaginative_realism	1
http://dbpedia.org/resource/Erdélyi_Helikon	1
http://dbpedia.org/resource/Medialismo	1
http://dbpedia.org/resource/Photorealism_(painting)	1
http://dbpedia.org/resource/Color-based_Painting	1
http://dbpedia.org/resource/Fine,_surreal_satirical_illustration	1
http://dbpedia.org/resource/Modern_dance_and_Classical_ballet	1
http://dbpedia.org/resource/American_Avant-Garde	1
http://dbpedia.org/resource/Queer	1
http://dbpedia.org/resource/Guity_Novin	1
http://dbpedia.org/resource/Karnataka_Rakshana_Vedike	1
http://dbpedia.org/resource/Philippine_literature_in_English	1
http://dbpedia.org/resource/Etruscan_School	1
http://dbpedia.org/resource/Abstract_Figurativism	1
http://dbpedia.org/resource/Cassette_culture	1
http://dbpedia.org/resource/Cooperative	1
http://dbpedia.org/resource/Fine_art	1
http://dbpedia.org/resource/Lyric_poetry	1
http://dbpedia.org/resource/Scottish_Enlightenment	1
http://dbpedia.org/resource/Thomas_Ball_(artist)	1
http://dbpedia.org/resource/Ahad_Ha'am	1
http://dbpedia.org/resource/Marionette	1
http://dbpedia.org/resource/Utagawa_school	1
http://dbpedia.org/resource/LDS_fiction	1
http://dbpedia.org/resource/Korean_independence_movement	1
http://dbpedia.org/resource/Piwnica_pod_Baranami	1
http://dbpedia.org/resource/Antwerp_Mannerism	1
http://dbpedia.org/resource/Artificial_intelligence	1
http://dbpedia.org/resource/Ballad	1
http://dbpedia.org/resource/Communication	1
http://dbpedia.org/resource/Fascism	1
http://dbpedia.org/resource/Folklore_of_the_United_States	1
http://dbpedia.org/resource/Free_verse	1
http://dbpedia.org/resource/Horror_fiction	1
http://dbpedia.org/resource/Metaphysics	1
http://dbpedia.org/resource/Short_story	1
http://dbpedia.org/resource/Autistic_art	1
http://dbpedia.org/resource/Confessional_writing	1
http://dbpedia.org/resource/Viața_Basarabiei	1
http://dbpedia.org/resource/Minicomic	1
http://dbpedia.org/resource/California_Tonalism	1
http://dbpedia.org/resource/Coptic_art	1
http://dbpedia.org/resource/Remodernist_film	1
http://dbpedia.org/resource/Welsh-language_literature	1
http://dbpedia.org/resource/Straight_photography	1
http://dbpedia.org/resource/Baroque_sculpture	1
http://dbpedia.org/resource/Quilt_art	1
http://dbpedia.org/resource/Yoruba_people	1
http://dbpedia.org/resource/Romanticism_in_Poland	1
http://dbpedia.org/resource/Capitalist_realism	1
http://dbpedia.org/resource/LGBT_social_movements	1
http://dbpedia.org/resource/Life	1
http://dbpedia.org/resource/Native_Americans_in_the_United_States	1
http://dbpedia.org/resource/Nature	1
http://dbpedia.org/resource/Nutrition	1
http://dbpedia.org/resource/Occult	1
http://dbpedia.org/resource/Pacifism	1
http://dbpedia.org/resource/Printmaking	1
http://dbpedia.org/resource/Screen_printing	1
http://dbpedia.org/resource/Theodor_W._Adorno	1
http://dbpedia.org/resource/Utopia	1
http://dbpedia.org/resource/Victorian_era	1
http://dbpedia.org/resource/Yoga	1
http://dbpedia.org/resource/Zionism	1
http://dbpedia.org/resource/Kwakwaka'wakw_art	1
http://dbpedia.org/resource/God_is_dead	1
http://dbpedia.org/resource/Egelantier	1
http://dbpedia.org/resource/Florentine_School	1
http://dbpedia.org/resource/Village_Prose	1
http://dbpedia.org/resource/Flarf_poetry	1
http://dbpedia.org/resource/Christchurch	1
http://dbpedia.org/resource/French_moralists	1
http://dbpedia.org/resource/Mosaic	1
http://dbpedia.org/resource/Performance	1
http://dbpedia.org/resource/Superflat	1
http://dbpedia.org/resource/Literary_nonsense	1
http://dbpedia.org/resource/Quranism	1
http://dbpedia.org/resource/Dau_al_Set	1
http://dbpedia.org/resource/Figuration_Libre	1
http://dbpedia.org/resource/Conceptual_photography	1
http://dbpedia.org/resource/Der_Sturm	1
http://dbpedia.org/resource/Creative_nonfiction	1
http://dbpedia.org/resource/Fourth_dimension	1
http://dbpedia.org/resource/Leipzig_school_(painting)	1
http://dbpedia.org/resource/Memphis_Group	1
http://dbpedia.org/resource/Rajneesh_movement	1
http://dbpedia.org/resource/Scar_literature	1
http://dbpedia.org/resource/Traditionalist_conservatism	1
http://dbpedia.org/resource/Electroacoustic_music	1
http://dbpedia.org/resource/Kantianism	1
http://dbpedia.org/resource/Messianism	1
http://dbpedia.org/resource/Third-wave_feminism	1
http://dbpedia.org/resource/Odessa_Group	1
http://dbpedia.org/resource/Glitch_art	1
http://dbpedia.org/resource/Benin	1
http://dbpedia.org/resource/Switzerland	1
http://dbpedia.org/resource/American_poetry	1
http://dbpedia.org/resource/Photo_manipulation	1
http://dbpedia.org/resource/Artists_Rifles	1
http://dbpedia.org/resource/Scottish_Colourists	1
http://dbpedia.org/resource/Jindyworobak_Movement	1
http://dbpedia.org/resource/Penwith_Society_of_Arts	1
http://dbpedia.org/resource/Jutland_Movement	1
http://dbpedia.org/resource/Anti-Zionism	1
http://dbpedia.org/resource/Comedy	1
http://dbpedia.org/resource/Communism	1
http://dbpedia.org/resource/Dissident	1
http://dbpedia.org/resource/Modern_architecture	1
http://dbpedia.org/resource/Weird_fiction	1
http://dbpedia.org/resource/Social_commentary	1
http://dbpedia.org/resource/Libertarianism	1
http://dbpedia.org/resource/Marxism	1
http://dbpedia.org/resource/Merry_Pranksters	1
http://dbpedia.org/resource/Merz	1
http://dbpedia.org/resource/Comparative_literature	1
http://dbpedia.org/resource/Conservatism_in_the_United_States	1
http://dbpedia.org/resource/Video_poetry	1
http://dbpedia.org/resource/The_West_Coast_Photographic_Movement	1
http://dbpedia.org/resource/Aerosol_paint	1
http://dbpedia.org/resource/Indigenous_rights	1
http://dbpedia.org/resource/Neo-primitivism	1
http://dbpedia.org/resource/Christian_Gnosticism	1
http://dbpedia.org/resource/Dalit_Panther	1
http://dbpedia.org/resource/Romanian_Orthodox_icons	1
http://dbpedia.org/resource/Gutai_group	1
http://dbpedia.org/resource/Little_Masters_(Greek_vase_painting)	1
http://dbpedia.org/resource/New_Khmer_Architecture	1
http://dbpedia.org/resource/New_Regionalism	1
http://dbpedia.org/resource/New_Leipzig_School	1
http://dbpedia.org/resource/Post-expressionism	1
http://dbpedia.org/resource/Palisades,_New_York	1
http://dbpedia.org/resource/Prairie_School	1
http://dbpedia.org/resource/Leagros_Group	1
http://dbpedia.org/resource/New_Narrative	1
http://dbpedia.org/resource/Heidelberg_School	1
http://dbpedia.org/resource/Neo-Baroque_painting	1
http://dbpedia.org/resource/A._Y._Jackson	1
http://dbpedia.org/resource/Contemporary_literature	1
http://dbpedia.org/resource/Bacone_school	1
http://dbpedia.org/resource/Quattrocento	1
http://dbpedia.org/resource/Digital_poetry	1
http://dbpedia.org/resource/Spanish_Golden_Age	1
http://dbpedia.org/resource/Zaum	1
http://dbpedia.org/resource/Artivism	1
http://dbpedia.org/resource/Claude_Joseph_Vernet	1
http://dbpedia.org/resource/Military_art	1
http://dbpedia.org/resource/Nuyorican_Movement	1
http://dbpedia.org/resource/Algorithmic_art	1
http://dbpedia.org/resource/Elementarism	1
http://dbpedia.org/resource/Die_Brücke	1
http://dbpedia.org/resource/Saint_Petersburg_Union_of_Artists	1
http://dbpedia.org/resource/Raphael	1
http://dbpedia.org/resource/Story	1
http://dbpedia.org/resource/Blitz_Kids	1
http://dbpedia.org/resource/Catholicism	1
http://dbpedia.org/resource/Circus	1
http://dbpedia.org/resource/Classified_information	1
http://dbpedia.org/resource/Enlightenment_in_Western_secular_tradition	1
http://dbpedia.org/resource/French_New_Wave	1
http://dbpedia.org/resource/Great_Commission_church_movement	1
http://dbpedia.org/resource/Liberty	1
http://dbpedia.org/resource/Marathi_literature	1
http://dbpedia.org/resource/Museum_of_Neon_Art	1
http://dbpedia.org/resource/Rationalism	1
http://dbpedia.org/resource/Restoration_comedy	1
http://dbpedia.org/resource/Social_enterprise	1
http://dbpedia.org/resource/Symbolism	1
http://dbpedia.org/resource/Western_fiction	1
http://dbpedia.org/resource/Dolce_Stil_Novo	1
http://dbpedia.org/resource/International_Style_(architecture)	1
http://dbpedia.org/resource/Miniature_art	1
http://dbpedia.org/resource/Pan-Africanism	1
http://dbpedia.org/resource/Salon_(Paris)	1
http://dbpedia.org/resource/The_Violin_Society_of_America	1
http://dbpedia.org/resource/Tondo_(art)	1
http://dbpedia.org/resource/Visual_arts	1
http://dbpedia.org/resource/Abjection	1
http://dbpedia.org/resource/The_Four_Horsemen_(poetry)	1
http://dbpedia.org/resource/Bolognese_School	1
http://dbpedia.org/resource/Construction_(disambiguation)	1
http://dbpedia.org/resource/Digitalism	1
http://dbpedia.org/resource/Nanga_(Japanese_painting)	1
http://dbpedia.org/resource/Ordre_Nouveau	1
http://dbpedia.org/resource/Overlook	1
http://dbpedia.org/resource/Transrealism_(literature)	1
http://dbpedia.org/resource/The_Pacific_Between	1
http://dbpedia.org/resource/Communist_Party_of_Pakistan	1
http://dbpedia.org/resource/Mexican_American	1
http://dbpedia.org/resource/Goliard	1
http://dbpedia.org/resource/Lausanne_Committee_for_World_Evangelization	1
http://dbpedia.org/resource/Badr_Shakir_al-Sayyab	1
http://dbpedia.org/resource/Rexurdimento	1
http://dbpedia.org/resource/Das_Neue_Leben	1
http://dbpedia.org/resource/Confessional_art	1
http://dbpedia.org/resource/Inuit_art	1
http://dbpedia.org/resource/Informalist	1
http://dbpedia.org/resource/Sports_Art	1
http://dbpedia.org/resource/Baia_Mare_School	1
http://dbpedia.org/resource/Candombe	1
http://dbpedia.org/resource/Sword_and_sorcery	1
http://dbpedia.org/resource/Vajrayana	1
http://dbpedia.org/resource/Women_and_video_games	1
http://dbpedia.org/resource/Cloisonnism	1
http://dbpedia.org/resource/Superfiction	1
http://dbpedia.org/resource/History_of_crime_fiction	1
http://dbpedia.org/resource/Hovevei_Zion	1
http://dbpedia.org/resource/Theater_of_the_United_States	1
http://dbpedia.org/resource/Flash_fiction	1
http://dbpedia.org/resource/Yiddish_literature	1
http://dbpedia.org/resource/Beguines_and_Beghards	1
http://dbpedia.org/resource/Julius_Pomponius_Laetus	1
http://dbpedia.org/resource/Canadian_Group_of_Painters	1
http://dbpedia.org/resource/McOndo	1
http://dbpedia.org/resource/Verdadism	1
http://dbpedia.org/resource/Cuzco_School	1
http://dbpedia.org/resource/Animal_welfare	1
http://dbpedia.org/resource/Emigre_(type_foundry)	1
http://dbpedia.org/resource/Brazilian_literature	1
http://dbpedia.org/resource/Yonkoma	1
http://dbpedia.org/resource/Hubert_von_Herkomer	1
http://dbpedia.org/resource/Russian_avant-garde	1
http://dbpedia.org/resource/Birmingham_Group_(artists)	1
http://dbpedia.org/resource/List_of_Urdu-language_writers	1
http://dbpedia.org/resource/New_Sincerity	1
http://dbpedia.org/resource/Sustainable_living	1
http://dbpedia.org/resource/The_White_Stag	1
http://dbpedia.org/resource/Emmanuel_Hocquard	1
http://dbpedia.org/resource/Sound_poetry	1
http://dbpedia.org/resource/Shathel_Taqa	1
http://dbpedia.org/resource/Ljubljana_Graphic_School	1
http://dbpedia.org/resource/Sots_Art	1
http://dbpedia.org/resource/Hagenbund	1
http://dbpedia.org/resource/Navajo_weaving	1
http://dbpedia.org/resource/Proletkult	1
http://dbpedia.org/resource/Anti-art	1
http://dbpedia.org/resource/List_of_Russian_artists	1
http://dbpedia.org/resource/Shin-hanga	1
http://dbpedia.org/resource/Historicism_(art)	1
http://dbpedia.org/resource/Poedjangga_Baroe	1
http://dbpedia.org/resource/Islamic_graffiti	1
http://dbpedia.org/resource/Real_Academia_Española	1
http://dbpedia.org/resource/Vergangenheitsbewältigung	1
http://dbpedia.org/resource/Generation_of_1950	1
http://dbpedia.org/resource/All-Ukrainian_Association_of_Proletarian_Writers	1
http://dbpedia.org/resource/Indo-American	1
http://dbpedia.org/resource/De-urbanization	1
http://dbpedia.org/resource/Déprimisme	1
http://dbpedia.org/resource/Early_Texas	1
http://dbpedia.org/resource/Retheatralisation	1
http://dbpedia.org/resource/Proletarian_literary_movement	1
http://dbpedia.org/resource/Grupo_Nós	1
http://dbpedia.org/resource/Rough_South	1
http://dbpedia.org/resource/New_English_Art	1
http://dbpedia.org/resource/Centripetal_Art	1
http://dbpedia.org/resource/Dialect_poetry	1
http://dbpedia.org/resource/Orizont	1
http://dbpedia.org/resource/Nueva_Figuración	1
http://dbpedia.org/resource/Hybrid_Art	1
http://dbpedia.org/resource/Metaphorical_surrealism	1
http://dbpedia.org/resource/Romanticism_and_Postmodern_literature	1
http://dbpedia.org/resource/Gauche_Divine	1
http://dbpedia.org/resource/Navodaya:_Kannada_Literary_Movement	1
http://dbpedia.org/resource/Bishnnupriya_Manipuri_Renaissance	1
http://dbpedia.org/resource/Laternative_realism	1
http://dbpedia.org/resource/Wildlife,_Realism	1
http://dbpedia.org/resource/Abstract_/_figurative_art	1
http://dbpedia.org/resource/Figurative_expressionism	1
http://dbpedia.org/resource/Lingnan_School	1
http://dbpedia.org/resource/Infrarrealism	1
http://dbpedia.org/resource/Dravidian_Orphism	1
http://dbpedia.org/resource/Second_Avant-garde	1
http://dbpedia.org/resource/Modern_Fashion	1
http://dbpedia.org/resource/Post_Radical_Painting	1
http://dbpedia.org/resource/Dallas_Nine	1
http://dbpedia.org/resource/Be_art	1
http://dbpedia.org/resource/Homme_Temoin	1
http://dbpedia.org/resource/MADI_(art_movement)	1
http://dbpedia.org/resource/Elegiac_tradition	1
http://dbpedia.org/resource/American_Gothic_Movement	1
http://dbpedia.org/resource/Hard-Edge_Realism	1
http://dbpedia.org/resource/Plaster_sculpture	1
http://dbpedia.org/resource/New_Pop_Realism	1
http://dbpedia.org/resource/Chinese_Russian_School	1
http://dbpedia.org/resource/Historical_study	1
http://dbpedia.org/resource/American_Baroque_(art_movement)	1
http://dbpedia.org/resource/Post-geo	1
http://dbpedia.org/resource/Latin_American_post-Realism	1
http://dbpedia.org/resource/Color_Lines_Painting	1
http://dbpedia.org/resource/W:fr:Esthétique_de_la_communication	1
http://dbpedia.org/resource/Contextual_art	1
http://dbpedia.org/resource/Postdramatic_theatre	1
http://dbpedia.org/resource/Crime_fiction	1
http://dbpedia.org/resource/French_Resistance	1
http://dbpedia.org/resource/Jansenism	1
http://dbpedia.org/resource/Model_(people)	1
http://dbpedia.org/resource/Publishing	1
http://dbpedia.org/resource/Samizdat	1
http://dbpedia.org/resource/Toltec	1
http://dbpedia.org/resource/Violence	1
http://dbpedia.org/resource/La_Ruche	1
http://dbpedia.org/resource/Nostalgia	1
http://dbpedia.org/resource/Satyagraha	1
http://dbpedia.org/resource/Webcomic	1
http://dbpedia.org/resource/Renaissance_art	1
http://dbpedia.org/resource/Shaivism	1
http://dbpedia.org/resource/Apocalypticism	1
http://dbpedia.org/resource/Hague_School	1
http://dbpedia.org/resource/Punk_literature	1
http://dbpedia.org/resource/Young_Estonia	1
http://dbpedia.org/resource/Alternate_history	1
http://dbpedia.org/resource/Ancient_Pueblo_peoples	1
http://dbpedia.org/resource/Conservatism	1
http://dbpedia.org/resource/Dandy	1
http://dbpedia.org/resource/Design	1
http://dbpedia.org/resource/Documentary_film	1
http://dbpedia.org/resource/Ethics	1
http://dbpedia.org/resource/Folk_music	1
http://dbpedia.org/resource/Gonzo_journalism	1
http://dbpedia.org/resource/Goth_subculture	1
http://dbpedia.org/resource/Graphic_design	1
http://dbpedia.org/resource/Historiography	1
http://dbpedia.org/resource/Individualism	1
http://dbpedia.org/resource/Industry	1
http://dbpedia.org/resource/Metre_(poetry)	1
http://dbpedia.org/resource/Radical_feminism	1
http://dbpedia.org/resource/Skepticism	1
http://dbpedia.org/resource/Spirituality	1
http://dbpedia.org/resource/Biomorphism	1
http://dbpedia.org/resource/Art_therapy	1
http://dbpedia.org/resource/Westernizer	1
http://dbpedia.org/resource/Kailyard_school	1
http://dbpedia.org/resource/Verism	1
http://dbpedia.org/resource/Spanish_Baroque_literature	1
http://dbpedia.org/resource/Color_realism_(art_style)	1
http://dbpedia.org/resource/Cinema_of_the_United_States	1
http://dbpedia.org/resource/Hungry_generation	1
http://dbpedia.org/resource/Young_Ireland	1
http://dbpedia.org/resource/Abd_al-Wahhab_Al-Bayati	1
http://dbpedia.org/resource/Lesbian_fiction	1
http://dbpedia.org/resource/Monstration	1
http://dbpedia.org/resource/Space_art	1
http://dbpedia.org/resource/2013_Shahbag_protests	1
http://dbpedia.org/resource/Cape_Province	1
http://dbpedia.org/resource/Journalism	1
http://dbpedia.org/resource/Medicine	1
http://dbpedia.org/resource/Oil_painting	1
http://dbpedia.org/resource/Pan-Slavism	1
http://dbpedia.org/resource/Rocky_Mountains	1
http://dbpedia.org/resource/Romantic_music	1
http://dbpedia.org/resource/Tradition	1
http://dbpedia.org/resource/Americana	1
http://dbpedia.org/resource/French_literature	1
http://dbpedia.org/resource/Techno-thriller	1
http://dbpedia.org/resource/Anti-establishment	1
http://dbpedia.org/resource/Neoism	1
http://dbpedia.org/resource/Norwich_School_of_painters	1
http://dbpedia.org/resource/Libertarian_municipalism	1
http://dbpedia.org/resource/List_of_Turkish_painters	1
http://dbpedia.org/resource/Pennsylvania	1
http://dbpedia.org/resource/Marine_art	1
http://dbpedia.org/resource/Sibiu_Literary_Circle	1
http://dbpedia.org/resource/Russian_literature	1
http://dbpedia.org/resource/Chartism	1
http://dbpedia.org/resource/Christian_Realism	1
http://dbpedia.org/resource/Sanford_Meisner	1
http://dbpedia.org/resource/Royal_Society_of_Portrait_Painters	1
http://dbpedia.org/resource/Neo-Concrete_Movement	1
http://dbpedia.org/resource/Quantum_fiction	1
http://dbpedia.org/resource/B-boying	1
http://dbpedia.org/resource/Hototogisu_(magazine)	1
http://dbpedia.org/resource/Judson_Dance_Theater	1
http://dbpedia.org/resource/Law_of_attraction_(New_Thought)	1
http://dbpedia.org/resource/Neo-conceptual_art	1
http://dbpedia.org/resource/Post-conceptual	1
http://dbpedia.org/resource/Mimbres	1
http://dbpedia.org/resource/Fiber_art	1
http://dbpedia.org/resource/Neomodern	1
http://dbpedia.org/resource/Letras_Latinas	1
http://dbpedia.org/resource/Shingeki	1
http://dbpedia.org/resource/Blue_Horns	1
http://dbpedia.org/resource/National_Black_Feminist_Organization	1
http://dbpedia.org/resource/Assam_Movement	1
http://dbpedia.org/resource/United_Kingdom	1
http://dbpedia.org/resource/Ufology	1
http://dbpedia.org/resource/Brutalist_architecture	1
http://dbpedia.org/resource/Photojournalism	1
http://dbpedia.org/resource/English_art	1
http://dbpedia.org/resource/City_Beautiful_movement	1
http://dbpedia.org/resource/Gananatya	1
http://dbpedia.org/resource/Integral_nationalism	1
http://dbpedia.org/resource/Unanimism	1
http://dbpedia.org/resource/The_New_Formalist	1
http://dbpedia.org/resource/Conceptismo	1
http://dbpedia.org/resource/Shōnen_manga	1
http://dbpedia.org/resource/Independent_(voter)	1
http://dbpedia.org/resource/Mystery_fiction	1
http://dbpedia.org/resource/Abolitionism_in_the_United_States	1
http://dbpedia.org/resource/Absurdism	1
http://dbpedia.org/resource/African_nationalism	1
http://dbpedia.org/resource/Aristotelianism	1
http://dbpedia.org/resource/Art_punk	1
http://dbpedia.org/resource/Cartoonist	1
http://dbpedia.org/resource/English_Renaissance	1
http://dbpedia.org/resource/Geography	1
http://dbpedia.org/resource/Military_science_fiction	1
http://dbpedia.org/resource/Ancient_Greek_literature	1
http://dbpedia.org/resource/Claude_Royet-Journoud	1
http://dbpedia.org/resource/Fiction	1
http://dbpedia.org/resource/New_Criticism	1
http://dbpedia.org/resource/November_Group_(German)	1
http://dbpedia.org/resource/Scientific_skepticism	1
http://dbpedia.org/resource/Augustan_poetry	1
http://dbpedia.org/resource/Decadentism	1
http://dbpedia.org/resource/Men's_movement	1
http://dbpedia.org/resource/Kurdish_nationalism	1
http://dbpedia.org/resource/Punk_ideologies	1
http://dbpedia.org/resource/Chick_lit	1
http://dbpedia.org/resource/Amsterdamse_Joffers	1
http://dbpedia.org/resource/Neo-Abstraction	1
http://dbpedia.org/resource/Culteranismo	1
http://dbpedia.org/resource/Ofakim_Hadashim	1
http://dbpedia.org/resource/Liverpool_poets	1
http://dbpedia.org/resource/Decorative_Impressionism	1
http://dbpedia.org/resource/American_Modern	1
http://dbpedia.org/resource/Jean-Louis-Ernest_Meissonier	1
http://dbpedia.org/resource/Immersion_journalism	1
http://dbpedia.org/resource/Pochvennichestvo	1
http://dbpedia.org/resource/Spin_art	1
http://dbpedia.org/resource/Culture_of_Trinidad_and_Tobago	1
http://dbpedia.org/resource/Persian_satire	1
http://dbpedia.org/resource/Khatam_an-Nabiyyin	1
http://dbpedia.org/resource/Liberalism	1
http://dbpedia.org/resource/Miniature_(illuminated_manuscript)	1
http://dbpedia.org/resource/Theatre	1
http://dbpedia.org/resource/Ukrainians	1
http://dbpedia.org/resource/Futures_studies	1
http://dbpedia.org/resource/Interstitial_art	1
http://dbpedia.org/resource/Animal_rights	1
http://dbpedia.org/resource/Central_Saint_Martins	1
http://dbpedia.org/resource/Combine_painting	1
http://dbpedia.org/resource/Saint-Simonianism	1
http://dbpedia.org/resource/Russian_cosmism	1
http://dbpedia.org/resource/Appropriation_(art)	1
http://dbpedia.org/resource/The_Club_(dining_club)	1
http://dbpedia.org/resource/Norwich_School	1
http://dbpedia.org/resource/Occupy_Wall_Street	1
http://dbpedia.org/resource/Streamline_Moderne	1
http://dbpedia.org/resource/History_of_modern_literature	1
http://dbpedia.org/resource/Luminism_(Impressionism)	1
http://dbpedia.org/resource/Performance_and_Interactive_Media_Arts	1
http://dbpedia.org/resource/Chicano_Moratorium	1
http://dbpedia.org/resource/Royal_Institute_of_Oil_Painters	1
http://dbpedia.org/resource/Isabelline_Gothic	1
http://dbpedia.org/resource/Hellenism_(neoclassicism)	1
http://dbpedia.org/resource/Neorealism	1
http://dbpedia.org/resource/Experimentele_Groep_in_Holland	1
http://dbpedia.org/resource/Photo_Surrealism	1
http://dbpedia.org/resource/Soviet_Nonconformist_Art	1
http://dbpedia.org/resource/Christian_socialism	1
http://dbpedia.org/resource/Southern_Ontario_Gothic	1
http://dbpedia.org/resource/Tubism	1
http://dbpedia.org/resource/Ballpoint_pen_artwork	1
http://dbpedia.org/resource/Majlis-e-Ahrar-ul-Islam	1
http://dbpedia.org/resource/Street_painting	1
http://dbpedia.org/resource/Science_Fiction_Romance	1
http://dbpedia.org/resource/Cave_Canem_Foundation	1
http://dbpedia.org/resource/Gay_teen_fiction	1
http://dbpedia.org/resource/Taraqqi_Pasand_Tehrik	1
http://dbpedia.org/resource/0_(number)	1
http://dbpedia.org/resource/Civil_and_political_rights	1
http://dbpedia.org/resource/Gender_studies	1
http://dbpedia.org/resource/Protestant_Reformation	1
http://dbpedia.org/resource/Theravada	1
http://dbpedia.org/resource/Teatro_Campesino	1
http://dbpedia.org/resource/Nocturne	1
http://dbpedia.org/resource/Crooner	1
http://dbpedia.org/resource/Metafiction	1
http://dbpedia.org/resource/Misty_Poets	1
http://dbpedia.org/resource/Eisteddfod	1
http://dbpedia.org/resource/Wheelwright_Museum_of_the_American_Indian	1
http://dbpedia.org/resource/Xerox_art	1
http://dbpedia.org/resource/Progressivism_in_the_United_States	1
http://dbpedia.org/resource/Socialist_realism_in_Romania	1
http://dbpedia.org/resource/Anti-racism	1
http://dbpedia.org/resource/Israeli_fashion	1
http://dbpedia.org/resource/Monumental_sculpture	1
http://dbpedia.org/resource/African_art	1
http://dbpedia.org/resource/College_of_the_Atlantic	1
http://dbpedia.org/resource/Tularosa,_New_Mexico	1
http://dbpedia.org/resource/Irish_art	1
http://dbpedia.org/resource/Rangaku	1
http://dbpedia.org/resource/Haida_manga	1
http://dbpedia.org/resource/Mexican_handcrafts_and_folk_art	1
http://dbpedia.org/resource/Self-help	1
http://dbpedia.org/resource/Pragatisheela	1
http://dbpedia.org/resource/William_Luson_Thomas	1
http://dbpedia.org/resource/Fugitives_(poets)	1
http://dbpedia.org/resource/American_literary_regionalism	1
http://dbpedia.org/resource/Delft_School_(painting)	1
http://dbpedia.org/resource/Traditionalist_School	1
http://dbpedia.org/resource/Allegory_in_the_Middle_Ages	1
http://dbpedia.org/resource/Bergen_School_(art)	1
http://dbpedia.org/resource/Rimpa_school	1
http://dbpedia.org/resource/Bijin-ga	1
http://dbpedia.org/resource/Fine-art_photography	1
http://dbpedia.org/resource/Paleoart	1
http://dbpedia.org/resource/Four_Wangs	1
http://dbpedia.org/resource/Indian_art	1
http://dulfanism.info/	1
http://dbpedia.org/resource/Social_radicalism	1
http://dbpedia.org/resource/Second_Afrikaans_Movement	1
http://dbpedia.org/resource/Burmese_contemporary_art	1
http://dbpedia.org/resource/Félibrige	1
http://dbpedia.org/resource/La_Movida_Madrileña	1
http://dbpedia.org/resource/Academia_Antártica	1
http://dbpedia.org/resource/Vitalismo	1
http://dbpedia.org/resource/Neo-classical_marble_sculpture	1
http://dbpedia.org/resource/Artistic_Research	1
http://dbpedia.org/resource/Asturian_language_literature	1
http://dbpedia.org/resource/Di_yunge	1
http://dbpedia.org/resource/Abstract_figurative	1
http://dbpedia.org/resource/Groupe_de_l'Atelier	1
http://dbpedia.org/resource/Alterrealism	1
http://dbpedia.org/resource/New_Informalism	1
http://dbpedia.org/resource/Politfront	1
http://dbpedia.org/resource/Wiktionary:Independent	1
