y	c
http://dbpedia.org/resource/Grup_Sindical_d'Escriptors_Catalans	1
http://dbpedia.org/resource/Ma_(art_magazine)	1
http://dbpedia.org/resource/British_Aestheticism	1
http://dbpedia.org/resource/Tartu_NAK	1
http://dbpedia.org/resource/Post-cubist	1
http://dbpedia.org/resource/Urban_Realism	1
http://dbpedia.org/resource/Scar_Literature	1
http://dbpedia.org/resource/Neoclassic_Architecture	1
http://dbpedia.org/resource/Fiction,_Poetry	1
http://dbpedia.org/resource/New_Genre	1
http://dbpedia.org/resource/Post-Geo	1
http://dbpedia.org/resource/Irish_Modernism	1
http://dbpedia.org/resource/Modern_steel_constructionist	1
http://dbpedia.org/resource/The_Maigue_Poets	1
http://dbpedia.org/resource/Microminiature	1
http://dbpedia.org/resource/Contemporary_Israeli_Art	1
http://dbpedia.org/resource/Psychedelic_Art	1
http://dbpedia.org/resource/Post_Modern_Art	1
http://dbpedia.org/resource/Kalende	1
http://dbpedia.org/resource/Covorbiri_Critice	1
http://dbpedia.org/resource/Albatros_(magazine)	1
http://dbpedia.org/resource/Idealism_(arts)	1
http://dbpedia.org/resource/Chinese_Realism	1
http://dbpedia.org/resource/Prirozeni	1
http://dbpedia.org/resource/Eco_art	1
http://dbpedia.org/resource/Critical_Meditavism	1
http://dbpedia.org/resource/Neo-outsider	1
http://dbpedia.org/resource/Neo_Expressionism	1
http://dbpedia.org/resource/Carré_Plastique	1
http://dbpedia.org/resource/Önningeby_colony	1
http://dbpedia.org/resource/Historical_mystery	1
http://dbpedia.org/resource/Shinpa	1
http://dbpedia.org/resource/Literary_magazine	1
http://dbpedia.org/resource/Nuagisme	1
http://dbpedia.org/resource/Imaginism	1
http://www.call-of-hope.com	1
http://dbpedia.org/resource/Bharata_Natyam	1
http://dbpedia.org/resource/Engraving	1
http://dbpedia.org/resource/Environmental_movement	1
http://dbpedia.org/resource/Five_Dynasties_and_Ten_Kingdoms_period	1
http://dbpedia.org/resource/Found_object	1
http://dbpedia.org/resource/Multiculturalism	1
http://dbpedia.org/resource/Tapestry	1
http://dbpedia.org/resource/Writer	1
http://dbpedia.org/resource/Christian_art	1
http://dbpedia.org/resource/Decadence	1
http://dbpedia.org/resource/Happening	1
http://dbpedia.org/resource/Memoir	1
http://dbpedia.org/resource/Vitalism	1
http://dbpedia.org/resource/Anti-Americanism	1
http://dbpedia.org/resource/Indigenous_Australian_art	1
http://dbpedia.org/resource/Revolutions_of_1848_in_the_Austrian_Empire	1
http://dbpedia.org/resource/Vastu_shastra	1
http://dbpedia.org/resource/Caravaggisti	1
http://dbpedia.org/resource/Amsterdam_Impressionism	1
http://dbpedia.org/resource/Textile_design	1
http://dbpedia.org/resource/Holloware	1
http://dbpedia.org/resource/Persian_Modern_Poem	1
http://dbpedia.org/resource/Neo-Surrealism	1
http://dbpedia.org/resource/LGBT_elder_issues	1
http://dbpedia.org/resource/Fashion	1
http://dbpedia.org/resource/Hentai	1
http://dbpedia.org/resource/Irish_mythology	1
http://dbpedia.org/resource/Post-structuralism	1
http://dbpedia.org/resource/Spy_fiction	1
http://dbpedia.org/resource/Structuralism	1
http://dbpedia.org/resource/Philosophical_realism	1
http://dbpedia.org/resource/List_of_Hebrew-language_authors	1
http://dbpedia.org/resource/Papunya_Tula	1
http://dbpedia.org/resource/Fijnschilder	1
http://dbpedia.org/resource/Anti-imperialism	1
http://dbpedia.org/resource/La_Onda	1
http://dbpedia.org/resource/Konkani_people	1
http://dbpedia.org/resource/Social_poetry	1
http://dbpedia.org/resource/Czech_National_Revival	1
http://dbpedia.org/resource/Gangnam_Style	1
http://dbpedia.org/resource/Ponce_Creole	1
http://dbpedia.org/resource/World_of_Art	1
http://dbpedia.org/resource/Jadid	1
http://dbpedia.org/resource/Colonial_Revival_Movement	1
http://dbpedia.org/resource/Counterculture_of_the_1960s	1
http://dbpedia.org/resource/Anti-capitalism	1
http://dbpedia.org/resource/Nationalism	1
http://dbpedia.org/resource/Pessimism	1
http://dbpedia.org/resource/Pulp_magazine	1
http://dbpedia.org/resource/Puritan	1
http://dbpedia.org/resource/Renaissance_architecture	1
http://dbpedia.org/resource/Rhetoric	1
http://dbpedia.org/resource/Rock_music	1
http://dbpedia.org/resource/Ukiyo-e	1
http://dbpedia.org/resource/University_of_Canterbury	1
http://dbpedia.org/resource/'Pataphysics	1
http://dbpedia.org/resource/Islamophobia	1
http://dbpedia.org/resource/Prose_poetry	1
http://dbpedia.org/resource/Graphics	1
http://dbpedia.org/resource/Macchiaioli	1
http://dbpedia.org/resource/In-yer-face_theatre	1
http://dbpedia.org/resource/The_New_Aesthetics	1
http://dbpedia.org/resource/San_Ildefonso	1
http://dbpedia.org/resource/Barro_negro_pottery	1
http://dbpedia.org/resource/Generative_art	1
http://dbpedia.org/resource/Industrial_design	1
http://dbpedia.org/resource/List_of_anti-cultural,_anti-national,_and_anti-ethnic_terms	1
http://dbpedia.org/resource/New_European_Painting	1
http://dbpedia.org/resource/Native_American_studies	1
http://dbpedia.org/resource/Dark_art	1
http://dbpedia.org/resource/Bialik	1
http://dbpedia.org/resource/Black_Mountain_poets	1
http://dbpedia.org/resource/Ergodic_literature	1
http://dbpedia.org/resource/Ten_American_Painters	1
http://dbpedia.org/resource/Earthworks_(archaeology)	1
http://dbpedia.org/resource/Villeroy_&_Boch	1
http://dbpedia.org/resource/Abstract_(summary)	1
http://dbpedia.org/resource/Novecento_Italiano	1
http://dbpedia.org/resource/Structural_film	1
http://dbpedia.org/resource/Great_Bardfield_Artists	1
http://dbpedia.org/resource/Incoherents	1
http://dbpedia.org/resource/Marxist_literary_criticism	1
http://dbpedia.org/resource/Russia	1
http://dbpedia.org/resource/Cumberland_Market_Group	1
http://dbpedia.org/resource/Heide_Circle	1
http://dbpedia.org/resource/Georgism	1
http://dbpedia.org/resource/Irish_literature	1
http://dbpedia.org/resource/Niagara_Movement	1
http://dbpedia.org/resource/Direct_and_indirect_realism	1
http://dbpedia.org/resource/Women's_health	1
http://dbpedia.org/resource/Social_sculpture	1
http://dbpedia.org/resource/Comedia_(consultancy)	1
http://dbpedia.org/resource/Futurist	1
http://dbpedia.org/resource/Modular_constructivism	1
http://dbpedia.org/resource/Mythopoetic_men's_movement	1
http://dbpedia.org/resource/International_Typographic_Style	1
http://dbpedia.org/resource/Humorism	1
http://dbpedia.org/resource/Anti-globalization_movement	1
http://dbpedia.org/resource/Architecture	1
http://dbpedia.org/resource/Geometry	1
http://dbpedia.org/resource/Islam	1
http://dbpedia.org/resource/Mundane_science_fiction	1
http://dbpedia.org/resource/Suffragette	1
http://dbpedia.org/resource/Der_Blaue_Reiter	1
http://dbpedia.org/resource/Literature	1
http://dbpedia.org/resource/Middle_Platonism	1
http://dbpedia.org/resource/Psychological_novel	1
http://dbpedia.org/resource/Revue	1
http://dbpedia.org/resource/Fathers'_rights_movement	1
http://dbpedia.org/resource/Literary_fiction	1
http://dbpedia.org/resource/Nonsectarian	1
http://dbpedia.org/resource/German_Renaissance	1
http://dbpedia.org/resource/Riot_grrrl	1
http://dbpedia.org/resource/Telematic_art	1
http://dbpedia.org/resource/Colourist_painting	1
http://dbpedia.org/resource/Grupo_Frente	1
http://dbpedia.org/resource/Dada,_Surrealism,_Spoken_Word	1
http://dbpedia.org/resource/Shabby_chic	1
http://dbpedia.org/resource/Dutch_art	1
http://dbpedia.org/resource/Interactive_storytelling	1
http://dbpedia.org/resource/PEN_International	1
http://dbpedia.org/resource/Mimicry	1
http://dbpedia.org/resource/Southern_Renaissance	1
http://dbpedia.org/resource/The_Edinburgh_School	1
http://dbpedia.org/resource/Viennese_German	1
http://dbpedia.org/resource/Meykhana	1
http://dbpedia.org/resource/Graphic_arts	1
http://dbpedia.org/resource/Protest_art	1
http://dbpedia.org/resource/Street_photography	1
http://dbpedia.org/resource/The_Third_Generation_of_Postwar_Writers	1
http://dbpedia.org/resource/Pan_no_kai	1
http://dbpedia.org/resource/Telangana_Rebellion	1
http://dbpedia.org/resource/Flemish_Movement	1
http://dbpedia.org/resource/Formalism	1
http://dbpedia.org/resource/Urban_culture	1
http://dbpedia.org/resource/Video_game_development	1
http://dbpedia.org/resource/Autism_rights_movement	1
http://dbpedia.org/resource/Baroque_architecture	1
http://dbpedia.org/resource/Congress_of_Racial_Equality	1
http://dbpedia.org/resource/Crack_Movement	1
